Date,Views,Likes
2025-04-26,610491,17891
2025-04-26,39299,676
2025-04-26,54128,1096
2025-04-27,307710,8463
2025-04-27,164489,7228
2025-04-28,99040,1922
2025-04-28,60622,1923
2025-04-29,120903,3722
2025-04-29,89204,2105
2025-04-29,897214,25380
2025-04-30,184690,7082
2025-04-30,131556,4062
2025-05-01,617461,13158
2025-05-02,87273,2136
2025-05-03,234739,5403
2025-05-03,79553,1759
2025-05-04,303400,8363
2025-05-04,205416,6664
2025-05-05,79893,2053
2025-05-05,192973,4857
2025-05-05,335848,9572
2025-05-06,120520,2485
2025-05-06,159689,3926
2025-05-06,103818,2621
2025-05-07,90693,2501
2025-05-07,186048,6363
2025-05-08,85758,3260
2025-05-08,64788,1347
2025-05-09,100689,2065
2025-05-09,33025,752
2025-05-10,109979,4218
2025-05-10,78313,2068
2025-05-11,569347,10504
2025-05-11,175595,6446
2025-05-12,64065,2256
2025-05-12,58863,1339
2025-05-13,63555,1276
2025-05-13,473507,14978
2025-05-14,115752,3562
2025-05-14,80233,1461
2025-05-15,451576,6910
2025-05-15,60849,1266
2025-05-16,164078,6191
2025-05-16,80471,2241
2025-05-17,76940,2121
2025-05-18,25423,490
2025-05-18,87241,1605
2025-05-18,240227,7961
2025-05-19,51200,983
2025-05-19,295493,4527
2025-05-20,212572,3313
2025-05-20,61662,1990
2025-05-21,70886,2796
2025-05-21,84464,3163
2025-05-22,183578,4836
2025-05-22,39026,1389
2025-05-23,24977,471
2025-05-23,121769,3767
2025-05-24,75023,1617
2025-05-25,102133,1826
2025-05-25,185802,6340
2025-05-26,83256,1085
2025-05-26,139133,5779
2025-05-27,186348,8323
2025-05-28,108767,935
2025-05-28,158426,6247
2025-05-29,83550,3095
2025-05-30,93065,2060
2025-05-30,1479426,32818
2025-05-31,120072,4246
2025-06-01,88875,2552
2025-06-02,164975,6260
2025-06-03,91104,1778
2025-06-03,202722,9273
2025-06-04,111725,2048
2025-06-04,120668,3087
2025-06-05,96508,3685
2025-06-05,55756,1332
2025-06-06,373045,7733
2025-06-06,96750,2354
2025-06-06,76093,2926
2025-06-07,173867,3587
2025-06-07,154318,6113
2025-06-08,64070,1634
2025-06-08,85251,2744
2025-06-09,129296,3618
2025-06-09,164050,3355
2025-06-09,159256,4426
2025-06-09,403197,14585
2025-06-10,473483,13027
2025-06-10,67461,1772
2025-06-11,76329,2326
2025-06-12,292300,8551
2025-06-12,40964,928
2025-06-12,87023,1898
2025-06-12,65207,1955
2025-06-13,59833,2397
2025-06-13,70909,2604
2025-06-14,79125,2152
2025-06-14,92717,2755
2025-06-15,55995,774
2025-06-15,87622,2958
2025-06-16,185661,4721
2025-06-16,51313,1237
2025-06-17,278737,5706
2025-06-17,141997,5709
2025-06-18,36387,1037
2025-06-18,48309,1248
2025-06-19,697575,17082
2025-06-19,179464,3522
2025-06-20,70692,1632
2025-06-20,85427,2568
2025-06-21,58820,1984
2025-06-21,89667,2099
2025-06-21,77109,1252
2025-06-22,64386,1505
2025-06-22,67409,1691
2025-06-22,130884,3225
2025-06-22,77821,1549
2025-06-23,63274,1645
2025-06-23,96799,1473
2025-06-23,159326,5917
2025-06-24,1148625,30275
2025-06-25,51199,1177
2025-06-25,65691,1621
2025-06-26,105669,2527
2025-06-26,69740,1150
2025-06-27,75600,2066
2025-06-27,86770,1922
2025-06-28,341608,10028
2025-06-28,47267,1323
2025-06-29,57867,1374
2025-06-29,148872,5315
2025-06-30,66701,1764
2025-06-30,357217,8448
2025-07-01,63729,1386
2025-07-01,228487,5779
2025-07-02,665598,24648
2025-07-02,83466,2512
2025-07-03,64266,1629
2025-07-03,278663,9182
2025-07-04,61661,1408
2025-07-04,178161,6267
2025-07-05,107535,3022
2025-07-06,44461,1061
2025-07-06,141410,3429
2025-07-07,94697,3141
2025-07-07,616624,15028
2025-07-07,890972,13054
2025-07-07,168820,4514
2025-07-08,198016,2680
2025-07-08,37153,890
2025-07-08,217922,7191
2025-07-08,133507,4704
2025-07-08,99742,4513
2025-07-08,112331,2114
2025-07-09,120768,2517
2025-07-09,36201,778
2025-07-10,223442,5055
2025-07-10,83666,1658
2025-07-11,284001,6966
2025-07-11,57450,1047
2025-07-11,75919,2014
2025-07-11,110321,3274
2025-07-12,999275,36291
2025-07-13,77978,1813
2025-07-13,95797,2443
2025-07-13,203207,6576
2025-07-14,116055,4560
2025-07-14,85618,1570
2025-07-15,180989,4742
2025-07-15,66058,1457
2025-07-16,53603,1301
2025-07-17,58890,1110
2025-07-17,155316,4542
2025-07-17,60582,2370
2025-07-17,183743,5620
2025-07-19,40913,1318
2025-07-19,30543,1072
2025-07-19,61842,1428
2025-07-20,36018,1393
2025-07-20,127387,4342
2025-07-21,57662,1962
2025-07-21,32435,725
2025-07-21,79596,1819
2025-07-22,98678,1918
2025-07-22,154697,4210
2025-07-23,35929,858
2025-07-23,83438,2569
2025-07-24,107249,2285
2025-07-24,67837,1894
2025-07-25,57312,1260
2025-07-25,54194,1230
2025-07-26,111983,2345
2025-07-26,66404,1530
2025-07-26,47180,1602
2025-07-26,42842,949
2025-07-27,118881,2720
2025-07-27,235824,7989
2025-07-28,65140,1286
2025-07-28,130828,3143
2025-07-29,35571,1125
2025-07-29,324689,13191
2025-07-29,352076,8493
2025-07-29,167614,5828
2025-07-30,32718,1376
2025-07-30,107715,4197
2025-07-30,57657,2050
2025-07-31,98817,4338
2025-07-31,474829,10096
2025-07-31,291226,9586
2025-08-01,80618,3339
2025-08-01,101117,3781
2025-08-01,195818,6128
2025-08-02,15822,398
2025-08-02,60381,1437
2025-08-03,70015,1869
2025-08-03,63854,1304
2025-08-04,150805,4952
2025-08-05,25611,732
2025-08-05,48128,1317
2025-08-05,35749,1075
2025-08-06,694099,22696
2025-08-06,76164,1376
2025-08-06,16098,350
2025-08-06,63112,1819
2025-08-06,72436,1207
2025-08-07,554506,8377
2025-08-07,49878,1291
2025-08-07,35237,1502
2025-08-07,41743,882
2025-08-08,60121,1313
2025-08-08,50493,1632
2025-08-08,144268,4865
2025-08-09,81937,1883
2025-08-10,73618,1745
2025-08-10,118104,4165
2025-08-11,419120,10600
2025-08-11,85535,1820
2025-08-11,190199,3638
2025-08-11,31052,810
2025-08-12,221765,8281
2025-08-12,112646,6173
2025-08-13,196600,10344
2025-08-13,1356991,41909
2025-08-13,69492,1639
2025-08-14,180249,7025
2025-08-14,64964,2116
2025-08-15,124527,3819
2025-08-15,80275,2197
2025-08-16,124925,4762
2025-08-16,44551,1217
2025-08-16,95356,2996
2025-08-17,117625,4374
2025-08-17,117878,3313
2025-08-18,118522,4306
2025-08-18,48580,1282
2025-08-19,57011,1935
2025-08-19,55453,1293
2025-08-20,50758,1209
2025-08-20,365133,5150
2025-08-21,63174,1367
2025-08-21,496369,11048
2025-08-22,321744,10412
2025-08-22,131902,5129
2025-08-23,418914,13110
2025-08-23,77886,2273
2025-08-24,147241,4123
2025-08-24,50791,1135
2025-08-24,129279,3735
2025-08-24,167118,5263
2025-08-25,143252,4524
2025-08-25,30629,2476
2025-08-26,37158,1015
2025-08-26,71992,2655
2025-08-27,128483,2988
2025-08-27,41931,1183
2025-08-28,15702,649
2025-08-28,11756,662
